Student ID,Gender,Religion,Branch,Div-1,Div-2,Div-3,Roll-1,Roll-2,Roll-3,Mentor-1,Mentor-2,Mentor-3,Math-1 Theory,Physics Theory,Physics Practical,Java-1 Theory,Java-1 Practical,Software Engineering Theory,Software Engineering Practical,Environmental Science Theory,IOT Workshop Practical,Computer Workshop Practical,Math-2 Theory,Data Structures using Java Theory,Data Structures using Java Practical,DBMS Theory,DBMS Practical,Fundamental of Electronics and Electrical Theory,Fundamental of Electronics and Electrical Practical,Java-2 Theory,Java-2 Practical,Math-1 Attendance,Physics Attendance,Java-1 Attendance,Software Engineering Attendance,Environmental Science Attendance,IOT Workshop Attendance,Math-2 Attendance,Data Structures using Java Attendance,DBMS Attendance,Fundamental of Electronics and Electrical Attendance,Java-2 Attendance,Math-3 Theory,DE Theory,DE Practical,FSD Theory,FSD Practical,Python Theory,Python Practical,Communication Theory,Law Theory
619,F,Hindu,CSE,B1,B1,B1,12,11,22,IAM,SVC,PSP,89,83,69,76,86,78,79,79,76,91,76,72,80,85,84,88,77,85,80,96.63,96.43,94.39,94.29,92.31,100,100,100,98.36,96.23,98.39,93,78,96,91,55,91,79,87,67
620,F,Hindu,CSE,B6,B6,B2,163,174,61,DRS,ADB,VHA,64,68,86,63,87,52,69,79,71,87,70,73,91,85,89,64,85,79,89,86.52,87.69,89.8,89.19,100,100,100,95.38,98.28,95.38,89.39,64,83,90,90,82,95,85,85,76
621,M,Hindu,CSE,B5,B4,B3,124,104,99,IJT,HRS,HRJ,69,75,81,51,92,74,73,75,81,77,67,59,71,75,69,67,95,60,61,93.02,81.97,93.2,94.29,93.33,100,90.32,86.67,83.58,92.59,87.3,75,70,83,85,66,90,88,85,72
622,M,Hindu,CSE,B6,B8,B6,152,232,207,VVK,MDT,PSP,48,41,85,74,76,61,67,77,79,74,40,40,75,57,71,49,52,58,77,84.27,86.15,83.67,78.38,90.91,100,71.88,80.95,81.54,74.51,79.37,53,62,75,81,83,80,82,80,28
623,M,Hindu,CSE,B1,B2,B1,11,36,26,DRS,CVM,VBY,72,90,74,71,87,76,75,87,77,87,81,69,74,91,78,81,60,82,74,100,94.64,98.13,97.14,100,100,96.72,98.41,98.41,92.45,96.97,87,85,91,93,83,94,95,91,82
624,M,Hindu,CSE,B6,B9,B6,168,249,182,PJJ,ADB,VBY,39,57,92,49,74,71,66,79,88,89,41,53,57,57,59,58,44,61,63,82.02,81.54,82.65,89.19,90.91,100,81.25,85.25,88.24,84.48,84.29,72,76,74,90,79,75,98,88,59
625,M,Hindu,CSE,B4,B6,B5,98,178,154,JJS,MMP,DDP,50,70,69,56,74,70,87,84,70,82,57,49,64,67,64,75,78,55,53,83.95,73.13,87.76,84.62,86.67,100,81.67,86.15,86.21,86.15,69.7,76,68,86,80,74,66,70,91,87
626,M,Hindu,CSE,B8,B9,B4,229,247,126,JPM,MDT,TAT,47,62,74,39,79,68,59,77,69,65,70,62,40,66,59,79,68,58,41,86.52,94.92,90.57,93.94,76.92,100,92.19,90.16,94.12,87.93,88.57,75,64,72,91,66,66,71,86,67
627,M,Hindu,CSE,B8,B10,B6,226,296,184,PVS,SVC,DDP,48,40,60,49,86,58,63,64,85,65,49,57,52,62,68,49,75,54,50,80.9,83.05,76.42,75.76,92.31,100,93.55,88.33,91.67,73.21,85.07,59,54,71,78,71,75,73,59,51
628,M,Hindu,CSE,B4,B6,B4,93,151,121,PJJ,JAZ,HRJ,59,70,90,54,93,69,71,64,84,88,68,58,73,59,72,66,66,63,78,97.53,100,100,100,100,100,100,100,100,100,100,62,74,80,80,66,71,83,76,51
629,F,Hindu,CSE,B7,B7,B4,206,199,125,PJJ,DBP,HRJ,53,73,86,43,84,67,55,77,79,75,69,57,90,71,82,60,77,61,91,95.65,96.72,97.92,94.59,100,100,89.55,88.71,93.75,85.71,84.21,74,82,84,86,71,63,81,85,47
630,M,Hindu,CSE,B5,B6,B4,150,165,116,PJJ,HPP,NAS,72,69,77,49,93,60,73,82,78,52,76,59,65,59,63,72,85,58,57,100,100,100,100,100,100,100,96.92,100,96.92,100,64,63,88,79,70,60,78,82,52
631,M,Hindu,CSE,B3,B8,B6,61,233,210,DJU,RRT,PDO,53,68,77,39,69,64,76,79,79,76,38,48,73,43,70,65,77,52,75,91.76,90.32,88.66,82.93,86.67,100,90.63,85.71,89.23,94.12,80.95,51,57,63,70,73,66,62,68,29
632,M,Hindu,CSE,B5,B12,B7,133,352,229,ANR,MDT,MSS,58,45,58,31,79,33,71,71,86,60,34,50,21,33,22,45,50,40,14,91.86,95.08,99.03,97.14,93.33,100,91.04,96.77,93.44,91.84,93.94,36,53,75,52,58,47,59,45,27
633,M,Hindu,CSE,B2,B2,B3,47,43,80,VVK,MMP,MSS,80,77,84,70,84,78,80,68,78,64,66,60,88,78,85,66,66,68,87,92.05,93.44,97.98,94.59,100,100,85.25,95.24,95.24,90.57,95.45,58,78,79,86,56,83,88,81,41
634,M,Hindu,CSE,B2,B3,B1,37,62,36,PVS,VVV,TAT,66,77,85,80,80,71,77,69,82,79,87,68,89,84,86,86,89,80,92,73.86,83.61,78.79,75.68,66.67,100,79.03,72.06,75,70.59,63.08,84,90,78,91,78,88,95,89,57
635,M,Hindu,CSE,B4,B4,B4,100,117,133,PAT,MCD,VBY,64,81,88,47,65,71,95,61,72,79,59,56,54,66,50,61,95,66,53,92.59,95.52,91.84,92.31,100,100,91.94,98.33,91.04,88.89,93.65,78,84,72,87,71,71,71,79,56
636,M,Hindu,CSE,B4,B8,B5,103,213,150,ANR,DPB,VBY,58,60,86,51,82,62,68,65,82,88,55,58,86,62,75,51,75,59,76,92.59,94.03,100,100,100,100,96.88,96.83,93.85,100,88.89,44,75,77,87,84,70,93,71,56
637,M,Hindu,CSE,B1,B1,B1,29,20,3,IJT,ARP,TAT,80,85,80,76,93,78,83,89,90,96,87,80,78,89,82,88,88,84,77,92.13,91.07,92.52,85.71,76.92,100,97.06,96.77,100,100,100,87,93,92,95,70,94,79,92,77
638,M,Hindu,CSE,B12,B12,B7,347,350,218,HDS,ARP,HRJ,38,47,76,45,62,38,68,62,47,86,43,50,77,43,60,57,79,59,85,80.46,68.12,90.8,73.68,87.5,100,71.64,74.19,73.77,71.43,71.21,42,44,64,66,63,50,79,49,33
639,M,Hindu,CSE,B3,B6,B3,64,158,88,NRM,RRT,PDO,70,62,65,59,69,59,76,70,72,75,75,61,81,75,77,80,75,65,85,76.47,74.19,83.51,73.17,66.67,100,68.33,83.08,75.86,83.08,59.09,43,56,72,54,73,47,82,40,30
640,F,Hindu,CSE,B6,B8,B4,169,221,141,PVS,SVC,TAT,51,66,79,54,78,59,74,74,78,73,57,66,90,64,80,57,73,54,90,93.26,95.38,95.92,91.89,100,100,92.19,85.71,93.85,94.12,92.06,62,69,85,85,74,71,77,76,39
641,M,Hindu,CSE,B1,B1,B1,27,1,2,ANR,JAZ,DPS,86,90,85,89,82,85,83,83,85,95,87,81,83,88,89,89,91,89,84,97.75,100,98.13,100,100,100,100,100,98.36,96.23,98.39,92,94,92,98,71,92,81,89,54
642,M,Hindu,CSE,B6,B12,B7,154,334,223,JPM,DBP,VBY,49,42,74,47,81,42,69,58,72,86,42,42,15,36,35,54,57,55,10,83.15,96.92,87.76,86.49,90.91,100,92.54,83.87,86.89,87.76,80.3,38,49,77,77,55,61,81,68,48
643,M,Hindu,CSE,B2,B2,B2,57,32,44,JJS,VVV,PSP,74,93,84,61,87,84,75,68,92,69,69,69,87,79,85,84,85,80,87,98.86,98.36,100,100,100,100,100,100,100,100,100,87,88,97,90,91,80,91,95,74
644,M,Hindu,CSE,B2,B9,B6,45,264,200,NRM,ADB,PDO,56,66,86,36,74,52,78,79,71,66,54,42,51,48,54,62,68,55,60,77.27,90.16,84.85,78.38,80,100,79.69,86.89,94.12,79.31,71.43,56,69,79,72,53,62,77,64,38
645,F,Hindu,CSE,B4,B2,B2,115,39,50,BPD,ADB,HRJ,85,85,80,63,73,74,91,67,86,87,65,79,79,69,79,85,61,71,76,93.83,95.52,94.9,89.74,86.67,100,86.89,98.41,93.65,94.34,87.88,79,81,81,89,67,74,78,70,51
646,M,Hindu,CSE,B2,B9,B5,53,260,164,DAS,ARP,DDP,58,53,82,37,79,64,76,68,78,79,57,51,70,55,65,73,44,61,69,90.91,86.89,91.92,83.78,86.67,100,87.5,93.44,100,91.38,92.86,59,67,76,87,94,67,90,78,59
647,F,Hindu,CSE,B1,B1,B1,2,4,8,JPM,DBP,DDP,82,87,86,72,64,91,83,76,78,93,88,78,85,89,83,93,83,82,82,100,94.64,96.26,97.14,100,100,100,100,100,100,100,87,92,94,95,76,95,86,89,79
648,M,Hindu,CSE,B1,B2,B2,30,42,54,DRS,MCD,PSP,73,86,76,62,85,85,76,84,86,85,66,70,81,79,86,84,67,75,80,91.01,96.43,94.39,97.14,100,100,88.52,93.65,98.41,94.34,96.97,86,91,80,95,78,77,81,82,76
649,M,Hindu,CSE,B5,B10,B6,145,298,195,IAM,MMP,PSP,62,40,87,47,87,46,69,48,86,80,74,44,46,36,59,61,66,47,50,89.53,86.89,96.12,88.57,80,100,88.71,78.33,81.67,78.57,79.1,59,69,68,73,84,59,76,66,43
650,F,Hindu,CSE,B6,B10,B6,177,283,212,NRM,MMP,MSS,55,57,92,47,74,43,74,56,69,83,49,44,60,43,62,60,47,48,66,93.26,98.46,89.8,83.78,81.82,100,95.16,85,96.67,89.29,97.01,46,64,66,78,57,66,88,74,34
651,M,Hindu,CSE,B6,B4,B4,172,105,112,JPM,HPP,VBY,64,71,88,58,75,76,74,75,70,76,49,65,83,67,77,76,90,67,81,79.78,92.31,80.61,75.68,90.91,100,83.87,81.67,71.64,83.33,82.54,63,59,78,68,63,68,74,77,57
652,M,Hindu,CSE,B2,B3,B3,40,84,96,JPM,ADB,TAT,80,81,84,45,82,76,54,69,89,71,64,61,41,71,58,76,83,60,37,89.77,90.16,85.86,86.49,80,100,85.48,85.29,88.33,80.39,84.62,61,71,77,86,59,72,79,77,54
653,M,Hindu,CSE,B4,B4,B4,94,93,130,PVS,DPB,DDP,60,79,80,63,86,70,85,67,78,94,42,64,78,57,68,81,95,62,76,81.48,91.04,92.86,89.74,86.67,100,88.71,85,85.07,81.48,79.37,62,60,90,79,80,73,78,91,41
654,F,Hindu,CSE,B6,B7,B6,174,205,183,DJU,PBS,PSP,52,65,79,57,74,61,72,82,65,74,46,50,88,58,81,68,76,52,89,89.89,93.85,92.86,86.49,100,100,88.06,77.42,89.06,91.07,84.21,72,76,56,86,81,68,76,90,64
655,M,Hindu,CSE,B5,B10,B7,134,285,224,BPD,HPP,MSS,51,57,79,35,88,58,82,59,86,80,40,36,61,37,53,57,54,45,68,79.07,77.05,85.44,71.43,66.67,100,85.48,83.33,85,92.86,82.09,40,43,79,65,65,56,70,85,37
656,M,Hindu,CSE,B3,B3,B3,72,82,84,DAS,MDT,VBY,74,80,71,63,80,67,64,83,74,73,72,51,93,75,92,81,90,74,96,100,96.77,97.94,97.56,100,100,95.16,95.59,83.33,88.24,92.31,75,61,82,71,73,91,78,87,67
657,M,Hindu,CSE,B7,B9,B7,200,253,222,DRS,MMP,DDP,59,59,82,39,87,57,74,76,77,84,41,40,47,42,50,46,51,45,56,90.22,83.61,83.33,83.78,85.71,100,70.31,80.33,74.51,77.59,72.86,49,52,59,65,61,60,90,81,63
658,F,Hindu,CSE,B5,B6,B4,148,159,132,DAS,ADB,DPS,78,60,86,41,66,72,69,68,84,80,60,60,55,66,58,69,84,53,66,100,100,100,100,100,100,100,100,100,100,100,68,79,86,76,66,64,80,81,43
659,F,Hindu,CSE,B4,B4,B3,114,96,76,NRM,CVM,HRJ,74,75,86,58,75,65,94,81,69,79,73,67,84,74,74,80,94,62,77,95.06,94.03,94.9,94.87,93.33,100,100,100,100,100,100,85,91,80,89,58,72,68,79,70
660,M,Hindu,CSE,B3,B2,B1,80,35,28,DJU,ARP,DPS,77,90,79,53,79,90,75,78,84,79,86,75,73,87,81,88,67,70,75,95.29,96.77,98.97,95.12,93.33,100,100,100,100,100,100,89,93,88,94,54,82,84,92,65
661,F,Hindu,CSE,B3,B2,B2,79,52,45,JJS,MDT,TAT,77,73,73,73,86,77,69,88,76,76,78,69,86,81,88,87,77,75,89,100,100,100,100,100,100,98.36,100,100,100,98.48,79,89,96,91,82,92,87,89,45
662,M,Hindu,CSE,B1,B12,B7,9,344,238,VVK,HRS,DDP,55,43,54,42,42,33,48,52,74,77,35,27,63,28,52,41,61,33,61,79.78,87.5,84.11,85.71,92.31,100,77.61,74.19,80.33,85.71,74.24,32,31,59,45,54,53,59,40,31
663,M,Hindu,CSE,B2,B3,B2,38,86,70,JPM,SVC,VHA,65,73,89,74,83,69,78,88,84,80,61,67,92,78,89,87,83,74,95,93.18,93.44,100,91.89,100,100,95.16,98.53,86.67,84.31,93.85,70,73,88,91,86,93,80,85,71
664,M,Hindu,CSE,B4,B1,B1,116,18,14,JPM,DPB,DPS,77,88,82,71,78,85,84,77,94,88,91,81,76,78,79,84,88,77,79,95.06,94.03,100,100,93.33,100,92.65,91.94,86.89,92.45,95.16,79,92,88,94,81,86,82,74,57
665,M,Hindu,CSE,B3,B5,B5,83,141,157,NRM,CVM,PSP,70,67,81,55,76,64,67,84,78,79,50,55,81,55,80,69,94,59,83,96.47,96.77,96.91,87.8,93.33,100,88.89,97.01,95.24,94,95.24,56,64,87,78,82,73,66,88,55
666,F,Hindu,CSE,B6,B5,B3,157,123,110,PAT,DPB,VHA,62,77,92,50,83,72,84,74,84,84,52,65,83,69,71,78,95,56,76,97.75,98.46,93.88,97.3,100,100,82.54,94.03,96.83,86,90.48,77,84,91,86,78,65,94,85,73
667,M,Hindu,CSE,B4,B6,B4,97,170,120,JPM,ARP,PDO,58,79,89,50,82,61,86,79,74,82,61,60,70,62,59,58,68,73,70,87.65,79.1,86.73,82.05,73.33,100,93.33,86.15,84.48,86.15,74.24,78,72,84,67,73,62,79,88,74
668,M,Hindu,CSE,B8,B6,B4,228,160,146,BPD,PBS,TAT,71,67,64,46,85,67,56,76,83,70,61,51,75,66,62,64,58,52,71,100,100,100,100,100,100,100,96.92,98.28,96.92,100,68,67,64,66,68,68,75,59,60
669,M,Muslim,CSE,B7,B1,B1,183,26,18,HSP,SVC,VHA,80,78,52,76,85,83,60,74,77,69,85,79,83,86,87,84,84,87,90,100,100,100,100,100,100,97.06,95.16,95.08,94.34,98.39,98,96,90,94,73,99,90,88,56
670,M,Hindu,CSE,B7,B5,B5,190,135,161,BPD,HPP,MSS,67,74,76,51,81,65,55,76,74,61,48,53,83,58,73,73,94,59,79,97.83,96.72,97.92,100,100,100,96.83,100,93.65,98,92.06,70,82,72,75,68,63,63,69,41
671,M,Hindu,CSE,B6,B3,B2,164,65,69,IAM,ARP,PSP,69,82,90,63,82,80,86,77,86,91,66,65,92,82,95,82,91,65,99,96.63,98.46,91.84,94.59,100,100,95.16,92.65,91.67,96.08,92.31,77,87,96,94,78,88,91,91,72
672,M,Hindu,CSE,B4,B6,B3,92,164,91,PKS,HRS,NAS,52,67,82,54,77,76,87,79,72,87,66,70,77,64,79,73,84,71,84,90.12,95.52,91.84,97.44,100,100,90,95.38,98.28,95.38,84.85,57,82,80,83,66,76,87,86,62
673,F,Hindu,CSE,B5,B5,B2,137,122,71,DJU,VVV,DDP,64,69,81,60,85,68,75,83,90,85,59,74,94,71,95,81,90,82,91,95.35,93.44,94.17,94.29,100,100,98.41,94.03,96.83,86,100,76,82,93,98,83,93,84,83,56
674,F,Hindu,CSE,B4,B2,B1,102,45,15,NRM,HPP,DPS,85,84,77,53,80,81,91,85,87,81,90,81,71,82,77,86,86,76,72,93.83,100,95.92,100,100,100,100,100,96.83,100,100,84,92,98,94,74,88,101,95,62
675,M,Hindu,CSE,B3,B4,B3,90,109,105,VHP,DBP,VHA,71,76,71,44,78,77,65,75,72,83,57,67,80,72,81,71,93,63,70,90.59,100,97.94,82.93,86.67,100,93.55,95,94.03,92.59,95.24,69,58,50,82,77,63,82,79,56
676,F,Hindu,CSE,B6,B4,B4,170,120,137,IJT,HPP,MSS,61,74,78,49,78,78,74,73,80,89,47,60,77,70,79,72,92,58,85,83.15,89.23,79.59,81.08,90.91,100,91.94,96.67,92.54,96.3,95.24,70,70,69,57,73,60,71,84,64
677,M,Hindu,CSE,B2,B3,B2,56,63,47,PVS,DPB,PDO,80,77,84,62,86,75,53,82,89,68,81,72,63,71,66,92,89,74,64,78.41,83.61,81.82,86.49,80,100,83.87,79.41,81.67,78.43,76.92,84,84,78,92,87,85,89,79,72
678,M,Hindu,CSE,B13,B10,B5,368,295,169,ANR,PBS,VBY,43,48,67,42,66,64,76,87,52,70,48,56,40,76,74,60,62,59,48,86.05,88.71,94.85,87.8,78.57,100,87.1,91.67,88.33,91.07,86.57,45,66,90,82,71,42,70,73,69
679,F,Hindu,CSE,B6,B2,B2,161,47,64,VVK,VVV,DPS,77,85,89,64,85,77,70,77,74,84,73,63,80,81,76,80,83,67,78,82.02,83.08,79.59,70.27,63.64,100,65.57,69.84,82.54,69.81,66.67,65,66,66,90,70,83,82,86,61
680,F,Hindu,CSE,B8,B5,B5,218,139,156,IJT,DBP,PDO,64,62,48,52,90,78,65,75,80,67,50,54,82,55,78,69,96,63,84,98.88,94.92,97.17,93.94,100,100,96.83,97.01,100,96,100,67,70,86,88,80,74,63,84,63
681,M,Hindu,CSE,B5,B11,B6,138,315,193,PAT,HPP,DDP,58,43,80,48,87,40,75,71,72,63,43,42,61,69,55,53,66,61,67,77.91,75.41,83.5,82.86,86.67,100,72.13,83.33,72.22,74,77.42,48,59,83,86,90,68,81,68,51
682,M,Hindu,CSE,B5,B1,B1,141,5,5,ANR,ARP,NAS,79,81,79,84,98,89,83,82,75,98,79,79,89,88,95,91,83,84,90,93.02,88.52,93.2,91.43,86.67,100,94.12,98.39,78.69,88.68,82.26,88,92,83,97,82,96,103,90,80
683,M,Hindu,CSE,B6,B10,B5,153,277,177,BPD,MDT,DDP,51,54,85,46,83,54,68,75,67,76,55,56,60,54,61,66,56,55,80,84.27,86.15,87.76,83.78,90.91,100,96.77,83.33,90,82.14,86.57,44,51,79,74,80,62,45,60,36
684,M,Hindu,CSE,B5,B5,B5,123,128,178,VVK,RRT,PSP,70,64,75,53,88,72,75,77,81,80,41,53,83,61,65,63,95,55,84,62.79,63.93,74.76,68.57,53.33,100,68.25,80.6,74.6,84,60.32,65,56,64,92,79,55,80,71,58
685,M,Hindu,CSE,B5,B8,B5,132,239,163,PVS,HRS,DPS,59,54,90,47,88,60,74,69,83,62,52,55,72,54,71,65,70,64,74,82.56,88.52,88.35,82.86,80,100,90.63,87.3,89.23,76.47,71.43,45,53,80,71,79,56,63,68,48
686,M,Hindu,CSE,B4,B1,B1,96,16,13,BPD,JAZ,PDO,85,84,87,72,82,81,86,79,81,93,85,85,77,73,73,87,80,79,75,82.72,89.55,89.8,89.74,86.67,100,97.06,96.77,85.25,98.11,90.32,87,84,86,96,78,86,80,73,75
687,M,Hindu,CSE,B2,B2,B1,32,44,23,HSP,HRS,DPS,77,81,86,68,82,78,82,79,84,76,79,81,84,78,85,93,69,79,86,79.55,85.25,82.83,78.38,80,0,78.69,92.06,87.3,83.02,87.88,73,73,93,88,79,82,92,79,59
688,M,Hindu,CSE,B5,B3,B2,142,83,68,VVK,RRT,VBY,82,72,77,59,91,71,82,91,76,80,87,64,75,67,86,82,81,60,92,98.84,98.36,98.06,97.14,100,100,85.48,83.82,91.67,88.24,86.15,85,79,88,89,86,75,80,86,67
689,M,Hindu,CSE,B3,B8,B4,89,217,142,HSP,MDT,PSP,56,61,78,54,78,60,74,68,78,79,54,66,82,67,81,72,69,62,87,61.18,61.29,67.01,53.66,46.67,100,73.44,74.6,83.08,78.43,73.02,72,67,97,93,66,75,79,72,64
690,M,Hindu,CSE,B6,B4,B3,179,107,107,VVK,VVV,HRJ,63,76,87,56,75,74,74,77,68,85,53,68,87,73,90,80,92,59,93,86.52,90.77,85.71,83.78,90.91,100,93.55,95,80.6,88.89,88.89,66,68,79,87,77,73,79,80,61
691,F,Hindu,CSE,B6,B5,B4,160,125,140,ANR,ARP,VBY,61,72,94,62,84,64,85,47,83,92,46,58,90,65,88,63,95,61,77,77.53,76.92,75.51,78.38,90.91,100,77.78,92.54,87.3,80,87.3,68,74,92,79,91,66,92,81,50
692,F,Hindu,CSE,B4,B8,B4,118,214,127,DJU,DBP,PDO,55,67,87,36,63,74,96,66,67,81,69,63,80,70,80,64,73,58,85,81.48,80.6,81.63,87.18,86.67,100,93.75,88.89,93.85,88.24,85.71,71,57,70,77,80,63,73,93,36
693,M,Muslim,CSE,B6,B2,B1,155,33,34,JJS,DPB,HRJ,82,86,97,73,85,70,84,73,86,95,79,70,89,81,91,73,77,77,94,89.89,98.46,89.8,83.78,90.91,100,68.85,79.37,84.13,71.7,71.21,86,79,83,92,82,75,101,84,62
694,F,Hindu,CSE,B3,B1,B2,65,28,56,ANR,MMP,HRJ,76,89,77,61,84,88,76,76,78,76,77,72,78,76,80,72,89,65,81,97.65,100,100,97.56,93.33,100,97.06,100,98.36,94.34,96.77,61,80,89,93,82,84,78,85,47
695,M,Hindu,CSE,B6,B9,B7,173,262,219,JJS,MDT,MSS,41,59,27,49,71,62,65,55,90,94,38,43,53,50,55,57,78,47,63,93.26,98.46,91.84,91.89,90.91,100,89.06,93.44,94.12,96.55,94.29,44,41,81,64,58,59,78,46,49
696,M,Hindu,CSE,B9,B10,B5,241,279,162,VHP,ADB,NAS,49,58,72,42,64,55,77,84,81,60,50,65,52,69,56,65,71,50,62,100,96.77,98.13,100,100,100,95.16,90,91.67,92.86,94.03,57,65,79,88,72,66,77,80,60
697,M,Muslim,CSE,B3,B5,B5,69,127,160,IAM,MDT,VBY,60,70,86,60,82,69,71,84,78,81,42,50,86,53,80,77,97,68,83,97.65,98.39,95.88,87.8,86.67,100,79.37,83.58,82.54,92,77.78,57,60,68,86,89,81,90,72,55
698,M,Hindu,CSE,B7,B2,B2,187,46,39,PJJ,JAZ,VBY,70,82,93,65,88,87,62,84,78,94,70,77,76,87,77,86,78,68,79,89.13,81.97,83.33,72.97,78.57,100,80.33,77.78,80.95,79.25,75.76,73,85,76,94,76,87,76,79,72
699,M,Hindu,CSE,B5,B4,B2,125,102,74,DRS,MCD,TAT,58,84,77,56,94,72,72,83,87,70,65,73,68,74,79,73,92,64,71,91.86,95.08,94.17,94.29,86.67,100,87.1,83.33,73.13,81.48,71.43,75,79,95,90,97,77,84,83,72
700,M,Hindu,CSE,B2,B5,B4,55,134,123,PJJ,HRS,VBY,64,65,87,61,88,68,52,67,89,69,52,61,79,67,85,70,96,65,71,87.5,90.16,93.94,89.19,80,100,84.13,89.55,93.65,80,88.89,83,78,95,90,79,76,77,76,60
701,M,Hindu,CSE,B3,B11,B6,66,301,203,VVK,JAZ,NAS,54,49,70,31,59,59,72,75,74,75,44,53,46,52,37,67,59,49,44,98.82,95.16,95.88,87.8,100,100,90.16,91.67,88.89,98,87.1,55,62,78,63,59,59,49,61,49
702,M,Hindu,CSE,B12,B6,B3,344,163,77,JJS,MMP,VBY,53,68,85,58,75,71,73,80,83,89,56,78,80,83,84,67,87,67,83,86.21,91.3,91.95,84.21,81.25,100,91.67,81.54,86.21,81.54,86.36,76,82,87,89,82,83,81,78,56
703,M,Hindu,CSE,B3,B4,B3,81,118,103,PAT,MMP,MSS,65,83,72,55,79,60,71,67,72,81,64,65,74,65,61,79,91,67,62,81.18,82.26,83.51,78.05,80,100,87.1,83.33,80.6,79.63,76.19,65,39,83,63,70,53,73,75,54
704,M,Hindu,CSE,B2,B3,B1,31,68,37,IAM,RRT,DDP,67,84,85,68,83,72,83,86,79,65,79,76,90,84,91,90,94,71,92,88.64,95.08,89.9,81.08,80,100,88.71,86.76,90,82.35,86.15,71,84,74,91,70,84,95,81,63
705,M,Hindu,CSE,B2,B1,B1,60,19,35,JJS,DBP,NAS,82,87,86,76,90,75,74,82,78,80,76,77,83,75,85,86,85,70,85,95.45,93.44,95.96,100,100,100,95.59,96.77,95.08,92.45,96.77,88,86,84,93,87,90,88,84,46
706,F,Hindu,CSE,B8,B9,B4,220,261,143,IAM,CVM,HRJ,48,56,58,50,85,57,64,81,73,60,47,69,69,70,68,59,49,62,66,85.39,81.36,92.45,72.73,61.54,100,79.69,88.52,86.27,93.1,84.29,74,80,83,93,70,78,84,84,75
707,F,Hindu,CSE,B7,B5,B4,189,124,111,DRS,DBP,DDP,60,68,86,69,88,63,64,76,90,91,33,59,80,78,80,75,97,77,84,94.57,91.8,96.88,97.3,92.86,100,79.37,71.64,79.37,74,85.71,62,59,66,78,85,85,92,65,44
708,M,Hindu,CSE,B9,B1,B1,395,2,19,PKS,VVV,PDO,80,92,66,86,84,87,86,86,96,75,75,78,92,87,93,89,90,76,91,89.02,87.1,89.72,85.29,86.67,100,97.06,96.77,93.44,94.34,90.32,80,85,90,93,77,90,98,87,71
709,M,Hindu,CSE,B1,B8,B6,3,228,192,JJS,DPB,PDO,60,60,81,43,35,62,72,64,83,86,57,51,71,46,63,62,74,51,73,98.88,94.64,98.13,100,100,100,92.19,82.54,90.77,100,80.95,62,73,88,84,68,67,93,60,40
710,F,Hindu,CSE,B4,B3,B2,95,67,49,HDS,MDT,DPS,81,83,79,61,87,67,93,66,88,82,74,74,93,73,93,86,94,71,92,77.78,77.61,84.69,87.18,100,100,88.71,79.41,80,84.31,87.69,65,69,80,82,74,85,84,89,45
711,M,Muslim,CSE,B5,B7,B4,146,208,115,HSP,MMP,TAT,63,60,88,46,89,65,81,79,84,70,66,67,87,60,83,65,72,59,88,94.19,93.44,97.09,91.43,93.33,100,92.54,80.65,87.5,91.07,85.96,74,73,74,79,67,69,58,80,63
712,M,Muslim,CSE,B6,B3,B2,166,74,53,DAS,HRS,DDP,63,79,89,63,87,83,81,88,84,93,70,75,88,89,86,80,85,61,94,80.9,87.69,84.69,86.49,90.91,100,90.32,88.24,93.33,94.12,95.38,77,77,70,89,79,79,82,83,58
713,F,Hindu,CSE,B1,B3,B2,14,75,41,VHP,HPP,MSS,70,74,76,59,90,85,75,79,80,93,66,75,91,89,93,80,89,78,91,100,100,98.13,100,100,100,98.39,92.65,93.33,98.04,90.77,69,79,80,97,83,93,78,83,76
714,F,Hindu,CSE,B7,B6,B4,185,166,138,DAS,JAZ,PDO,51,66,81,51,84,81,53,77,68,56,54,61,61,75,60,71,82,54,64,98.91,95.08,95.83,97.3,100,100,96.67,98.46,100,98.46,92.42,85,76,92,93,60,70,80,86,63
715,M,Hindu,CSE,B7,B4,B3,192,111,86,JJS,CVM,PDO,80,67,78,53,85,64,55,79,86,76,74,65,86,77,87,59,90,60,90,82.61,83.61,84.38,78.38,71.43,100,91.94,86.67,74.63,72.22,85.71,68,63,81,77,72,75,83,71,48
716,M,Hindu,CSE,B6,B5,B4,178,133,122,ANR,MMP,MSS,70,70,78,53,70,65,65,75,81,73,52,57,79,78,75,72,94,64,77,97.75,98.46,97.96,97.3,100,100,98.41,97.01,96.83,100,98.41,77,57,82,69,83,63,81,54,41
717,M,Hindu,CSE,B5,B1,B1,121,6,4,NRM,CVM,VHA,80,81,92,80,98,89,84,93,93,95,77,84,97,82,98,87,93,83,97,94.19,98.36,95.15,100,100,100,89.71,90.32,81.97,81.13,77.42,93,78,79,94,82,92,88,83,71
718,M,Hindu,CSE,B4,B6,B5,107,154,147,IAM,DBP,NAS,66,71,85,49,73,66,85,73,94,88,50,65,77,55,74,62,72,51,75,75.31,74.63,85.71,76.92,73.33,100,86.67,80,91.38,80,59.09,74,59,95,81,75,74,82,74,62
